"year","country","contcod","mean","region","gdpppp","pop","expgdp","xpo","mpo","gdp","openness","dfigdp","er","inf","nint","rint","democr2","m2gdp","kopen","expk","impk","rgdpch","open_ppp","share1","share2","share3","share4","share5","share6","share7","share8","share9","share10"
1976,108,"LVA",1.79769313486232e+308,4,4352,2.487636,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1977,108,"LVA",1.79769313486232e+308,4,4452,2.501348,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1978,108,"LVA",1.79769313486232e+308,4,4550,2.515136,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1979,108,"LVA",1.79769313486232e+308,4,4616,2.529,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1980,108,"LVA",1.79769313486232e+308,4,4771,2.544,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1981,108,"LVA",1.79769313486232e+308,4,5015,2.559,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1982,108,"LVA",1.79769313486232e+308,4,5136,2.574,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1983,108,"LVA",1.79769313486232e+308,4,5313,2.59,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1984,108,"LVA",1.79769313486232e+308,4,5519,2.605,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1985,108,"LVA",1.79769313486232e+308,4,5545,2.621,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1986,108,"LVA",1.79769313486232e+308,4,5723,2.636,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1987,108,"LVA",1.79769313486232e+308,4,5716,2.652,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,8601.818359375,1.79769313486232e+308,1.79769313486232e+308,1.79999995231628,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1988,108,"LVA",4444,4,5978,2.668,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,10263.91796875,1.79769313486232e+308,1.79769313486232e+308,2.20000004768372,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.478172808885574,0.58753377199173,0.693744361400604,0.798379838466644,0.899639964103699,1,1.10913586616516,1.24144911766052,1.42551755905151,1.76507651805878
1989,108,"LVA",1.79769313486232e+308,4,6345,2.684,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3.40000009536743,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1990,108,"LVA",1.79769313486232e+308,4,6165,2.6707,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,12490,1.79769313486232e+308,1.79769313486232e+308,6.69999980926514,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,0.927367389202118,1933066082,2571884642,9939.572265625,0.307996422052383,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1991,108,"LVA",1.79769313486232e+308,4,5673,2.6624,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,11025.384765625,1.79769313486232e+308,1.79769313486232e+308,30,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,8,1.79769313486232e+308,0.62177038192749,1310995093,1441804603,9092.39453125,0.20638182759285,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1992,108,"LVA",1.79769313486232e+308,4,3742,2.6316,1.79769313486232e+308,1090,997,6357.974609375,0.32824918627739,0.462411403656006,0.736000001430512,243.300003051758,1.79769313486232e+308,1.79769313486232e+308,8,1.79769313486232e+308,1.02849674224854,1505690703,1557332992,6178.46435546875,0.341899394989014,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1993,108,"LVA",2312,4,3204,2.586,1.79769313486232e+308,1588,1256,5315.25390625,0.535063803195953,0.848501324653626,0.675000011920929,108.800003051758,34.7799987792969,-35.4501914978027,8,0.129402548074722,0.766071498394012,1159370815,935012175.2,5761.64599609375,0.255111128091812,0.299740493297577,0.529411792755127,0.657006919384003,0.739619374275208,0.83304500579834,0.933823525905609,1.05017304420471,1.24783742427826,1.53460204601288,2.17474055290222
1994,108,"LVA",1.79769313486232e+308,4,3318,2.548,0.360000014305115,1679,1619,5461.4970703125,0.603863716125488,3.92749452590942,0.560000002384186,35.9000015258789,31.6800003051758,-3.10522317886353,8,0.228204697370529,0.839002788066864,1180000000,1120000000,5865.9755859375,0.279277890920639,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1995,108,"LVA",1.79769313486232e+308,4,3370,2.516,0.419999986886978,2088,2193,4904.43212890625,0.872883915901184,3.66199398040772,0.527999997138977,25,14.789999961853,-8.16800022125244,8,0.211944967508316,0.905403435230255,1197651887,1298582007,5978.2890625,0.30119389295578,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1996,108,"LVA",1.79769313486232e+308,4,3518,2.491,0.419999986886978,2613,3028,5134.54638671875,1.09863650798798,7.43395757675171,0.550999999046326,17.6000003814697,11.710000038147,-5.00850105285644,8,0.231926009058952,1.09888362884521,1440078976,1668811008,6194.1337890625,0.365678548812866,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1997,108,"LVA",1.79769313486232e+308,4,3803,2.469,0.409999996423721,2871,3348,5637.61767578125,1.10312557220459,9.24326515197754,0.580999970436096,8.39999961853027,5.90000009536743,-2.30627059936523,8,0.274413734674454,1.124920129776,1629090042,1782121828,6698.33056640625,0.374342739582062,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1998,108,"LVA",3115,4,3944,2.449,0.46000000834465,3120,3947,6083.857421875,1.16159856319427,5.86634397506714,0.589999973773956,4.69999980926514,5.32999992370606,0.601720809936524,8,0.267133712768555,1.24359786510468,1708175757,2120780255,6855.052734375,0.413932174444199,0.284751206636429,0.4703049659729,0.593579471111298,0.706260025501251,0.804815411567688,0.899839460849762,1.01797747612,1.1871589422226,1.46260035037994,2.57335472106934
1999,108,"LVA",1.79769313486232e+308,4,4015,2.372,0.46000000834465,2913,3605,6661.6923828125,0.978430032730102,5.21789360046387,0.584999978542328,2.40000009536743,5.03999996185303,2.57812738418579,8,0.266378253698349,1.14993345737457,1599503350,2010980132,7107.7802734375,0.388655722141266,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2000,108,"LVA",1.79769313486232e+308,4,4348,2.341,0.419999986886978,3270,3886,7150.2109375,1.00080966949463,5.73409652709961,0.60699999332428,2.70000004768372,4.38000011444092,1.63583755493164,8,0.303858518600464,1.17613911628723,1803700534,2108391815,7652.7705078125,0.396312147378922,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2001,1.79769313486232e+308,"LVA",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2002,1.79769313486232e+308,"LVA",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1975,134,"MAR",1.79769313486232e+308,1,2438,17.305,1.79769313486232e+308,1998,2962,8984.82421875,0.552041947841644,-0.00222597573883832,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,0.480697214603424,24906191541,40150440409,2531.06201171875,0.170411929488182,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1976,134,"MAR",1.79769313486232e+308,1,2644,17.71057,1.79769313486232e+308,1696,3479,9584.3232421875,0.539944231510162,0.396480798721314,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,0.524923920631409,27723436924,50677215922,2735.67602539062,0.185654416680336,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1977,134,"MAR",1.79769313486232e+308,1,2711,18.11911,1.79769313486232e+308,1840,4076,11049.896484375,0.535389602184296,0.0723988711833954,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,0.592109084129334,30028775576,62075215082,2799.22021484375,0.208347037434578,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1978,134,"MAR",1.79769313486232e+308,1,2728,18.53237,1.79769313486232e+308,2138,3937,13236.853515625,0.45894593000412,0.0891450569033623,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,0.486836701631546,30722403996,50044522790,2886.95190429688,0.17319917678833,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1979,134,"MAR",1.79769313486232e+308,1,2790,18.95282,1.79769313486232e+308,2672,4716,15912.1337890625,0.464299768209457,0.0452484861016274,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,0.474560588598251,31058308298,51805817760,2967.05908203125,0.169063299894333,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1980,134,"MAR",1.79769313486232e+308,1,2976,19.382,0.330000013113022,3233,5207,18820.8046875,0.448439925909042,0.475006252527237,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,0.403001129627228,26599672249,45931882289,2994.34326171875,0.143386945128441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1981,134,"MAR",1.79769313486232e+308,1,2830,19.8196,0.389999985694885,3048,5276,15280.30078125,0.544753670692444,0.383500307798386,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,0.445481568574905,28410112664,49396712904,2841.23706054688,0.158525139093399,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1982,134,"MAR",1.79769313486232e+308,1,3034,20.26534,0.370000004768372,2919,5149,15423.83203125,0.523086607456207,0.515436112880707,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,0.440916299819946,29557060283,54491435665,3035.86865234375,0.156738564372063,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1983,134,"MAR",1.79769313486232e+308,1,2951,20.71902,0.319999992847443,2920,4178,13941.5712890625,0.50912481546402,0.330665737390518,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,0.395688414573669,31743153483,44621840784,2990.52319335938,0.141403689980507,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1984,134,"MAR",1.79769313486232e+308,1,3012,21.18016,0.300000011920929,3000,4351,12751.2509765625,0.576492428779602,0.368591278791428,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,0.405370056629181,33472307978,48429177866,3059.05078125,0.14503026008606,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1985,134,"MAR",1.79769313486232e+308,1,3133,21.648,0.300000011920929,3145,4344,12869.611328125,0.581913471221924,0.155404850840569,10.0620002746582,7.69999980926514,8,0.278556346893311,1,0.439255774021149,0.394867539405823,34984485480,48476941405,3139.49658203125,0.140893444418907,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1986,134,"MAR",1.79769313486232e+308,1,3321,22.11982,0.28999999165535,3561,4637,16994.5625,0.482389599084854,0.00353054120205343,9.10400009155274,8.69999980926514,8.5,-0.183993577957153,1,0.429774075746536,0.353501498699188,34204581166,48431122966,3386.83471679688,0.126553729176521,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1987,134,"MAR",1.79769313486232e+308,1,3168,22.59543,0.280000001192093,4177,5005,18745.982421875,0.489811629056931,0.317934781312942,8.35900020599365,2.70000004768372,8.5,5.64751625061035,1,0.466445982456207,0.371655642986298,36533734157,48375661080,3239.36450195312,0.133093878626823,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1988,134,"MAR",1650,1,3425,23.07463,0.280000001192093,5388,5490,22198.388671875,0.490035563707352,0.380658268928528,8.20899963378906,2.40000009536743,8.5,5.95703125,1,0.462089598178864,0.396693348884582,44603168301,55350764278,3499.50927734375,0.142017140984535,0.302424252033234,0.429090917110443,0.531515181064606,0.633939385414124,0.761818170547485,0.912727296352386,1.09030306339264,1.35818183422089,1.71515154838562,2.26242423057556
1989,134,"MAR",1.79769313486232e+308,1,3438,23.55722,0.300000011920929,4981,6232,22847.197265625,0.490782290697098,0.731380760669708,8.48799991607666,3.09999990463257,8.5,5.2376389503479,1,0.487317383289337,0.401432037353516,41566978323,61232755261,3486.45776367188,0.143603950738907,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1990,134,"MAR",1.79769313486232e+308,1,3499,24.043,0.28999999165535,6239,7783,25820.71875,0.54305225610733,0.639409005641937,8.24199962615967,6.90000009536743,8.5,1.49672031402588,1,0.539437294006348,0.435391336679459,48563607198,67279698416,3550.4755859375,0.155696392059326,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1991,134,"MAR",1.79769313486232e+308,1,3669,24.52396,0.280000001192093,6712,8285,27836.560546875,0.538751900196075,1.1405862569809,8.70699977874756,8,8.5,0.462961196899414,1,0.553238332271576,0.430900573730469,51331469214,71523790007,3728.37646484375,0.154158040881157,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1992,134,"MAR",1.79769313486232e+308,1,3454,24.99943,0.300000011920929,7134,9043,28450.630859375,0.568598985671997,1.7690292596817,8.53800010681152,5.69999980926514,1.79769313486232e+308,1.79769313486232e+308,1,0.603141486644745,0.470248401165009,49424349581,78885007551,3501.60229492188,0.168168321251869,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1993,134,"MAR",2275,1,3356,25.46872,0.340000003576279,6986,8594,26801.064453125,0.58132016658783,2.20215129852295,9.29899978637695,5.19999980926514,1.79769313486232e+308,1.79769313486232e+308,1,0.63457202911377,0.460602343082428,51101998930,74326755822,3429.2783203125,0.164766922593117,0.276923090219498,0.390769243240356,0.480439573526382,0.570549428462982,0.683516502380371,0.821098923683166,1.01186811923981,1.38681316375732,1.8654944896698,2.5156044960022
1994,134,"MAR",1.79769313486232e+308,1,3639,25.926,0.319999992847443,7555,9377,30351.265625,0.557868003845215,1.82760095596313,9.20300006866455,5.09999990463257,1.79769313486232e+308,1.79769313486232e+308,1,0.623794615268707,0.49465423822403,66981931859,84015321292,3774.31420898438,0.177042812108994,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1995,134,"MAR",1.79769313486232e+308,1,3340,26.386,0.330000013113022,9044,11243,32986.171875,0.615015268325806,1.3263133764267,8.53999996185303,6.09999990463257,1.79769313486232e+308,1.79769313486232e+308,1,0.662118315696716,0.592573344707489,70384448094,96919546733,3430.8310546875,0.212039217352867,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1996,134,"MAR",1.79769313486232e+308,1,3684,26.848,1.79769313486232e+308,9629,10862,36638.7578125,0.559271156787872,0.975469708442688,8.71599960327148,3,1.79769313486232e+308,1.79769313486232e+308,1,0.622464716434479,0.421484261751175,55047098368,79405203456,3808.48022460938,0.150864616036415,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1997,134,"MAR",1.79769313486232e+308,1,3540,27.31,0.310000002384186,9510,10627,33414.75,0.602638065814972,3.23001074790955,9.52700042724609,1,1.79769313486232e+308,1.79769313486232e+308,1,0.725508272647858,0.475552976131439,59273088449,87675026797,3626.771484375,0.170217782258987,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
